1.090609505772590637e-01,1.922345310449600220e-01,2.977034635841846466e-02
8.581776618957519531e-01,-6.022506579756736755e-02,-8.909886479377746582e-01
2.726188898086547852e-01,-6.288176774978637695e-02,-2.778949141502380371e-01
1.833951473236083984e-01,-1.727619767189025879e-01,-2.064409554004669189e-01
9.056524932384490967e-02,-6.677710264921188354e-02,-2.563318610191345215e-01
4.292933642864227295e-02,-1.367171015590429306e-02,-2.479593455791473389e-01
-3.268363773822784424e-01,-4.520713388919830322e-01,3.504242375493049622e-02
2.043800950050354004e-01,6.150228381156921387e-01,2.682411372661590576e-01
-2.489623427391052246e-01,-6.671744585037231445e-01,-1.764349080622196198e-02
7.191186547279357910e-01,6.607737541198730469e-01,2.197476774454116821e-01
-3.308553397655487061e-01,-3.432267904281616211e-01,-3.805787116289138794e-02
6.119709014892578125e-01,5.582687258720397949e-01,1.945649385452270508e-01
1.663221240043640137e+00,5.220608711242675781e-01,2.738194465637207031e-01
-7.249951362609863281e-01,-2.661936581134796143e-01,1.719420701265335083e-01
1.696683764457702637e-01,-2.668830752372741699e-01,-6.295919418334960938e-01
-6.124238017946481705e-03,-1.012805253267288208e-01,1.858085989952087402e-01
-1.941476613283157349e-01,-2.917161285877227783e-01,-9.627730399370193481e-02
-2.404561936855316162e-01,-3.661537468433380127e-01,-1.379213482141494751e-01
8.866497874259948730e-01,-3.190296888351440430e-01,2.016477584838867188e+00
-1.140884518623352051e+00,-5.624315738677978516e-01,-4.739024341106414795e-01
9.910669922828674316e-01,-1.212821975350379944e-01,1.736289620399475098e+00
-1.076571792364120483e-01,3.752746433019638062e-02,1.536250263452529907e-01
1.938193887472152710e-01,-2.281378060579299927e-01,-6.362399458885192871e-01
6.672278046607971191e-01,-4.397864639759063721e-01,-1.685668230056762695e+00
